seed,mu,E,client,measured_delta,grad_norm_at_w0,exact_solve_iters
0,0.1,1,17,1.1367780365429887,2.1950998244769973,3000
0,0.1,1,18,1.7617198682831794,5.149973210214156,3000
0,0.1,1,19,0.26548102564186177,2.351274470087229,3000
0,0.1,2,0,2.211420915313334,6.159385642685968,3000
0,0.1,2,1,1.0017549459727768,3.1789750284436193,3000
0,0.1,2,2,0.4010918849196611,2.0367976708378954,3000
0,0.1,2,3,0.8285004084152258,2.70339122003791,3000
0,0.1,2,4,0.9415269820761762,1.8863118917032797,3000
0,0.1,2,5,0.764832944509034,3.7242765707844425,3000
0,0.1,2,6,1.6093716207294095,5.110804209579576,3000
0,0.1,2,7,1.6225512600792522,1.0714384012209426,3000
0,0.1,2,8,0.40863631627603125,3.1958123443426714,3000
0,0.1,2,9,1.0751267080717957,4.2139813295610296,3000
0,0.1,2,10,1.1955735902555222,3.439528000400227,3000
0,0.1,2,11,1.0244491088064744,1.8127084768747979,3000
0,0.1,2,12,0.736563757519194,3.6932133803977036,3000
0,0.1,2,13,0.2475414234853424,2.938452666868414,3000
0,0.1,2,14,0.2606969381494143,2.9427433115271953,3000
0,0.1,2,15,2.534129440696171,3.037461162199718,3000
0,0.1,2,16,1.929462693801359,2.369561562452599,3000
0,0.1,2,17,1.0040713701426602,2.1950998244769973,3000
0,0.1,2,18,1.6329821452762587,5.149973210214156,3000
0,0.1,2,19,0.21003923460032145,2.351274470087229,3000
0,0.1,5,0,1.7941748973419984,6.159385642685968,3000
0,0.1,5,1,0.71625291929407,3.1789750284436193,3000
0,0.1,5,2,0.21344268337925912,2.0367976708378954,3000
0,0.1,5,3,0.5559474245020757,2.70339122003791,3000
0,0.1,5,4,0.5840463722849151,1.8863118917032797,3000
0,0.1,5,5,0.5207970548353477,3.7242765707844425,3000
0,0.1,5,6,1.2633255223516289,5.110804209579576,3000
0,0.1,5,7,1.170962614298094,1.0714384012209426,3000
0,0.1,5,8,0.24014606833367322,3.1958123443426714,3000
